"NU_INSCRICAO","NU_IDADE","TP_SEXO","TP_COR_RACA","TP_ESCOLA","CO_UF_RESIDENCIA","SG_UF_PROVA","Q006","Q047","Q049","TP_PRESENCA_CN","TP_PRESENCA_CH","TP_PRESENCA_LC","TP_PRESENCA_MT","TP_STATUS_REDACAO","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","NOTA_FINAL_ENEM"
160003755574,19,"M",1,1,35,"SP","J","D","A",1,1,1,1,1,843.1,722.2,657.3,850.6,920,3993.2
160000557162,22,"M",3,1,29,"BA","G","A","A",1,1,1,1,1,841.5,820.9,572.9,715.8,760,3711.1
160002122811,18,"M",3,1,23,"CE","N","D","A",1,1,1,1,1,841.5,669.5,632.2,929.2,760,3832.4
160000479994,17,"M",1,3,23,"CE","P","D","A",1,1,1,1,1,841.5,719.3,674,945.7,880,4060.5
160002830356,17,"M",1,2,31,"MG","L","A","A",1,1,1,1,1,841.5,693.6,654.5,938.5,780,3908.1
160001502218,18,"M",1,3,35,"SP","Q","D","A",1,1,1,1,1,841.5,709.4,711.1,898.9,920,4080.9
160001848282,17,"M",1,3,35,"SP","K","E","A",1,1,1,1,1,841.5,722,693.4,991.5,820,4068.4
160002951648,19,"F",0,1,35,"SP","Q","D","A",1,1,1,1,1,841.5,727.9,677.2,900.1,680,3826.7
160005663407,17,"F",1,3,35,"SP","I","D","A",1,1,1,1,1,841.5,751.9,712.6,946.7,800,4052.7
160005561426,17,"M",1,3,35,"SP","Q","D","A",1,1,1,1,1,841.1,753.7,695.1,975.3,960,4225.2
160000904877,18,"M",1,3,35,"SP","E","D","A",1,1,1,1,1,840.8,736.8,682.6,902.2,960,4122.4
160005576999,17,"M",1,3,33,"RJ","G","D","A",1,1,1,1,1,840.1,771.4,675.6,938.2,940,4165.3
160003739803,18,"M",4,1,35,"SP","P","D","A",1,1,1,1,1,840,738.8,690.9,833.6,900,4003.3
160001330930,21,"F",1,1,35,"SP","Q","D","A",1,1,1,1,1,839.9,789.7,695.9,797.2,760,3882.7
160002073633,18,"M",3,3,26,"PE","M","E","A",1,1,1,1,1,838.7,720,724.5,868.9,880,4032.1
160002496959,30,"M",1,1,35,"SP","N","D","A",1,1,1,1,1,838.7,721.6,608.8,939.2,700,3808.3
160000227240,16,"M",1,1,23,"CE","Q","E","B",1,1,1,1,1,838.7,676.7,693.2,937.9,720,3866.5
160002610330,19,"M",3,1,29,"BA","L","D","A",1,1,1,1,1,838.7,689.1,693.6,765.7,900,3887.1
160000980357,20,"F",3,1,35,"SP","Q","D","A",1,1,1,1,1,838.7,755.5,700.3,952.7,760,4007.2
160000694095,18,"M",1,1,35,"SP","K","D","A",1,1,1,1,1,838.7,653.4,639,662.6,760,3553.7
160002976120,19,"M",1,1,31,"MG","Q","D","A",1,1,1,1,1,838.7,796.1,636.6,907.6,940,4119
160003571391,34,"M",1,1,35,"SP","D","B","A",1,1,1,1,1,838.7,765.3,649.7,936,720,3909.7
160003463662,20,"M",1,1,35,"SP","F","A","A",1,1,1,1,1,838.7,794.4,648.1,814.2,940,4035.4
160003531763,20,"M",1,1,35,"SP","Q","D","A",1,1,1,1,1,838.7,716.1,679.7,822.3,800,3856.8
160003562663,21,"M",3,1,35,"SP","J","A","A",1,1,1,1,1,838.7,732.3,732.4,951.9,880,4135.3
160004157042,20,"M",1,1,35,"SP","Q","D","A",1,1,1,1,1,838.7,735,671.5,893,740,3878.2
160004793543,22,"F",1,1,35,"SP","E","D","A",1,1,1,1,1,838.7,778.3,682.5,845.2,860,4004.7
160005945751,17,"M",1,3,41,"PR","Q","D","A",1,1,1,1,1,838.7,783.6,706.7,974.7,800,4103.7
160001331889,19,"M",1,1,35,"SP","J","D","A",1,1,1,1,1,837.6,679.1,633.4,956.2,840,3946.3
160001262622,20,"M",1,1,35,"SP","C","B","A",1,1,1,1,1,837.6,683,661.4,801.4,800,3783.4
160002123951,17,"M",3,3,21,"MA","P","D","A",1,1,1,1,1,836.6,859.1,684.9,981.6,900,4262.2
160005137466,18,"M",1,3,35,"SP","H","E","A",1,1,1,1,1,836.6,783.4,685,903.4,820,4028.4
160000357786,19,"M",1,1,33,"RJ","J","D","A",1,1,1,1,1,836.2,730.8,673.2,902,900,4042.2
160001169631,19,"M",3,1,28,"SE","Q","D","A",1,1,1,1,1,836.2,815.9,658.7,942.2,980,4233
160001885605,17,"M",3,3,26,"PE","E","D","A",1,1,1,1,1,836.2,732.6,596.9,817.1,940,3922.8
160000194811,34,"M",3,1,53,"DF","P","A","A",1,1,1,1,1,836.2,744.7,668.3,908.9,780,3938.1
160000879971,22,"M",1,1,35,"SP","P","D","A",1,1,1,1,1,836.2,733.4,674.1,804.3,800,3848
160002067326,19,"M",3,1,53,"DF","P","E","A",1,1,1,1,1,836.2,812.4,718.7,951,900,4218.3
160006912096,19,"M",3,1,52,"GO","N","D","A",1,1,1,1,1,836.1,669.1,638.6,793.4,560,3497.2
160001385391,25,"F",4,1,35,"SP","I","D","A",1,1,1,1,1,835.8,704.1,660.8,898.6,840,3939.3
160002138725,27,"M",1,1,50,"MS","G","D","A",1,1,1,1,1,835.8,774.4,621.7,799.4,860,3891.3
160003718507,17,"M",1,3,42,"SC","P","D","A",1,1,1,1,1,835.8,709.5,638.3,975.3,800,3958.9
160003585882,21,"M",1,1,29,"BA","C","C","B",1,1,1,1,1,835.8,859.1,533.5,762,740,3730.4
160004124751,19,"M",1,1,29,"BA","I","D","A",1,1,1,1,1,835.8,730.4,624.9,871,920,3982.1
160007638899,29,"M",1,1,35,"SP","D","C","A",1,1,1,1,1,835.8,720.2,698.2,946.1,840,4040.3
160000424757,17,"M",1,3,35,"SP","Q","D","A",1,1,1,1,1,835.4,755.5,707.1,878.7,760,3936.7
160002940736,18,"M",1,1,23,"CE","O","D","B",1,1,1,1,1,835.4,772.1,638.3,943.6,760,3949.4
160000061563,19,"M",1,1,35,"SP","J","D","A",1,1,1,1,1,835.3,773.2,692.4,868.6,740,3909.5
160003344222,17,"M",1,3,31,"MG","L","D","A",1,1,1,1,1,835.3,731.7,732.4,863.8,800,3963.2
160003842717,19,"M",1,1,35,"SP","I","E","A",1,1,1,1,1,835.2,763,631.4,930.2,660,3819.8
160003164673,18,"M",1,1,35,"SP","P","D","A",1,1,1,1,1,835.1,685.4,656.7,929.2,920,4026.4
160002212063,17,"M",1,3,35,"SP","Q","E","B",1,1,1,1,1,835,713.3,660.6,990.5,600,3799.4
160004119560,23,"M",3,1,11,"RO","F","A","A",1,1,1,1,1,835,814.4,562.7,617,380,3209.1
160005295156,19,"F",2,1,35,"SP","Q","D","A",1,1,1,1,1,834.9,731.9,599.2,783.9,860,3809.9
160004906975,17,"M",0,3,35,"SP","Q","D","A",1,1,1,1,1,834.8,725.7,702.8,920,840,4023.3
160000356700,17,"F",1,3,35,"SP","H","D","A",1,1,1,1,1,834.5,735.8,659.6,859.4,840,3929.3
160000663889,18,"M",1,1,11,"SP","I","D","B",1,1,1,1,1,834.5,779.3,698.9,868.8,860,4041.5
160003949740,17,"M",1,3,23,"CE","G","D","A",1,1,1,1,1,834.5,783.8,642.9,892.5,960,4113.7
160000347570,37,"M",1,1,35,"SP","Q","D","A",1,1,1,1,1,834.4,722.7,708.4,721.4,940,3926.9
160000462616,20,"M",1,1,35,"SP","N","E","A",1,1,1,1,1,834.4,792,665.1,824.6,900,4016.1
160005708357,19,"M",1,1,23,"CE","K","D","A",1,1,1,1,1,833.9,722.7,641.3,843.4,840,3881.3
160000543307,17,"M",1,3,41,"PR","Q","D","A",1,1,1,1,1,832.6,782.6,673.3,937.3,760,3985.8
160002439515,21,"F",3,1,53,"DF","C","A","C",1,1,1,1,1,832.3,828.5,589.5,606.9,800,3657.2
160002133619,18,"M",1,3,42,"SC","Q","D","A",1,1,1,1,1,832,739.3,672.5,840.5,880,3964.3
160004191152,26,"M",3,1,41,"PR","N","D","A",1,1,1,1,1,832,684.8,638,815.5,800,3770.3
160002800949,18,"M",3,1,25,"PB","N","D","A",1,1,1,1,1,831.9,820.9,689.7,873,860,4075.5
160001227818,17,"M",1,3,31,"MG","I","D","A",1,1,1,1,1,831.6,783.1,773.7,991.5,820,4199.9
160000532746,19,"M",4,1,35,"SP","Q","D","A",1,1,1,1,1,831.3,795.9,734.7,900.9,800,4062.8
160001828826,18,"M",1,3,35,"SP","Q","D","A",1,1,1,1,1,831.3,722.5,744.6,944.2,800,4042.6
160002978365,21,"M",1,1,35,"SP","N","D","A",1,1,1,1,1,831.3,754.6,769,929.7,800,4084.6
160003778481,20,"M",1,1,35,"SP","Q","D","A",1,1,1,1,1,831.3,753,676.3,866,760,3886.6
160003568472,20,"M",1,1,35,"SP","H","B","A",1,1,1,1,1,831.3,762.8,660.4,842.1,900,3996.6
160004071466,21,"M",1,1,35,"SP","L","D","A",1,1,1,1,1,831.3,755.1,685,903.2,800,3974.6
160005457186,18,"M",3,1,32,"ES","I","D","A",1,1,1,1,1,831.3,666.7,638.8,850.8,760,3747.6
160000800031,19,"M",4,1,35,"SP","J","B","B",1,1,1,1,1,830.9,727.4,657.3,934.1,800,3949.7
160000645843,17,"F",1,3,31,"MG","Q","D","A",1,1,1,1,1,830.5,785.6,672,967.3,880,4135.4
160004151447,18,"M",1,3,33,"RJ","Q","D","A",1,1,1,1,1,830.5,723.9,660.7,905.9,840,3961
160000909752,18,"M",1,1,42,"SC","O","D","A",1,1,1,1,1,829.9,756.8,662.6,771.9,840,3861.2
160004020761,22,"M",1,1,26,"SP","F","D","A",1,1,1,1,1,829.8,757.9,654.9,920.5,700,3863.1
160008056525,17,"M",1,3,35,"SP","L","D","A",1,1,1,1,1,829.7,750.7,733.7,973.7,940,4227.8
160001466345,18,"M",1,1,15,"PA","K","E","A",1,1,1,1,1,829.6,741.7,624.5,936.9,980,4112.7
160003502988,17,"M",1,3,35,"SP","N","D","B",1,1,1,1,1,829.6,756.2,664,894.2,620,3764
160007099112,19,"M",1,1,35,"SP","J","C","A",1,1,1,1,1,829.3,738.4,674.7,927.9,680,3850.3
160002658746,18,"M",1,1,33,"RJ","Q","D","A",1,1,1,1,1,829.1,754,739.5,899.6,680,3902.2
160000278108,17,"M",1,3,35,"SP","K","D","A",1,1,1,1,1,828.9,815.6,728.6,971.1,800,4144.2
160003572018,19,"F",1,1,35,"SP","O","D","A",1,1,1,1,1,828.9,711.7,689.5,863.7,920,4013.8
160000842456,19,"M",1,1,35,"SP","Q","D","A",1,1,1,1,1,828.8,676.1,608.9,889.1,560,3562.9
160007731330,28,"M",3,1,35,"SP","O","E","A",1,1,1,1,1,828.7,748,624.8,956,880,4037.5
160008623206,17,"F",1,3,31,"MG","Q","D","A",1,1,1,1,1,828.5,691.4,610.9,793.6,820,3744.4
160001981775,18,"M",3,3,28,"SE","Q","D","A",1,1,1,1,1,828.5,790.1,651.6,898.4,960,4128.6
160000739819,27,"M",1,1,35,"SP","Q","C","B",1,1,1,1,1,828.5,741.2,708.8,964.4,920,4162.9
160005064223,21,"F",1,1,53,"DF","P","D","A",1,1,1,1,1,828.5,779,677.9,852.4,900,4037.8
160002205006,18,"M",1,3,35,"SP","Q","E","A",1,1,1,1,1,828.4,797,742.5,892.3,800,4060.2
160001590916,17,"M",3,3,35,"SP","M","E","A",1,1,1,1,1,828.4,719.3,649.6,861.9,840,3899.2
160002547786,18,"M",1,3,31,"MG","Q","D","A",1,1,1,1,1,828.1,724.9,660.5,883,880,3976.5
160004048146,18,"M",1,1,31,"MG","Q","D","A",1,1,1,1,1,828.1,820.1,705.3,974.7,960,4288.2
160006260314,22,"M",1,1,41,"PR","B","B","A",1,1,1,1,1,828.1,741.3,644.9,884.2,800,3898.5
160008018077,18,"M",4,3,35,"SP","M","D","A",1,1,1,1,1,828.1,700,661.1,959.5,840,3988.7
160002387028,19,"M",3,1,53,"DF","M","D","A",1,1,1,1,1,828,707.7,670.2,826.3,780,3812.2
160000301512,17,"M",1,3,35,"SP","K","D","A",1,1,1,1,1,828,750.4,680,954.1,860,4072.5
160000702404,20,"M",4,1,35,"SP","L","D","A",1,1,1,1,1,828,791.9,738.6,915.6,800,4074.1
160004744043,18,"M",1,3,35,"SP","O","D","A",1,1,1,1,1,827.8,730.5,686.3,976.6,960,4181.2
160002867640,20,"F",2,1,31,"MG","O","D","A",1,1,1,1,1,827.4,728.2,688.1,908.2,920,4071.9
160003707580,21,"M",3,1,33,"RJ","F","A","B",1,1,1,1,1,827.4,663.6,634.1,935.2,800,3860.3
160003912466,17,"M",1,3,31,"MG","N","D","A",1,1,1,1,1,827.4,742.3,657,957.4,800,3984.1
160002412247,16,"M",4,3,41,"PR","N","E","A",1,1,1,1,1,826.7,754.7,644.4,908.7,940,4074.5
160000403506,17,"M",1,3,23,"CE","N","D","A",1,1,1,1,1,826.5,703.5,641.1,940.9,940,4052
160001769347,21,"M",1,1,31,"MG","C","A","A",1,1,1,1,1,825.8,805.4,658.8,847.2,780,3917.2
160004890747,20,"M",1,1,35,"SP","H","E","A",1,1,1,1,1,825.8,751.4,702.7,927.1,660,3867
160006380981,18,"M",3,1,32,"ES","Q","A","A",1,1,1,1,1,825.7,653.5,697.5,890.2,780,3846.9
160002096921,18,"M",3,1,21,"MA","P","D","A",1,1,1,1,1,825.1,739.6,677.2,860.1,920,4022
160000521457,16,"M",1,1,41,"PR","L","D","A",1,1,1,1,1,825,776.9,673,895.8,780,3950.7
160000125261,21,"M",3,1,53,"DF","C","D","A",1,1,1,1,1,824.9,714.3,647.7,823.2,760,3770.1
160001972300,19,"M",1,1,33,"RJ","L","D","A",1,1,1,1,1,824.9,745.9,704,948.6,920,4143.4
160000977495,20,"M",1,1,43,"RS","N","A","A",1,1,1,1,1,824.9,786.7,655.7,819.3,960,4046.6
160004149182,16,"M",1,1,23,"CE","I","E","A",1,1,1,1,1,824.9,725.9,363.8,913.4,900,3728
160007465796,21,"M",3,1,29,"BA","P","D","A",1,1,1,1,1,824.9,701.4,675.7,913.1,720,3835.1
160003206225,18,"M",1,1,33,"RJ","N","A","A",1,1,1,1,1,824.7,718,718.8,903.5,920,4085
160003670080,20,"M",4,1,35,"SP","E","A","A",1,1,1,1,1,824.7,747.2,692.6,851.2,900,4015.7
160006695919,20,"M",0,1,35,"SP","Q","A","A",1,1,1,1,1,824.7,718.5,701.9,963.1,720,3928.2
160000393123,18,"M",1,1,53,"DF","O","D","A",1,1,1,1,1,824.1,730.9,709.1,894.6,800,3958.7
160000443279,17,"M",1,1,52,"GO","Q","D","A",1,1,1,1,1,824.1,736,654.7,669.3,880,3764.1
160005343887,19,"F",4,1,35,"SP","D","E","A",1,1,1,1,1,824.1,779,692.3,726.2,720,3741.6
160000196031,19,"M",1,1,35,"SP","P","D","A",1,1,1,1,1,824,711.4,706.3,857.3,960,4059
160008375136,18,"M",4,1,35,"SP","Q","D","A",1,1,1,1,1,823.7,774.4,679.2,955.9,760,3993.2
160000372280,22,"M",1,1,52,"GO","E","D","A",1,1,1,1,1,823.5,750.1,653.3,796.7,920,3943.6
160003875061,20,"F",3,1,35,"SP","H","E","A",1,1,1,1,1,823.4,729.7,756.6,951.8,860,4121.5
160005418867,18,"M",3,1,31,"MG","Q","D","A",1,1,1,1,1,823.3,782.1,635.8,838.2,940,4019.4
160000229319,24,"F",0,1,31,"MG","G","A","A",1,1,1,1,1,823.2,755.9,596.4,716.6,820,3712.1
160003645607,18,"M",1,3,23,"CE","J","B","B",1,1,1,1,1,823.1,753.2,692.9,864.7,740,3873.9
160002788634,18,"M",3,3,31,"MG","O","D","A",1,1,1,1,1,822.8,743.4,639.3,847.6,800,3853.1
160008417475,18,"M",3,3,28,"SE","H","E","A",1,1,1,1,1,822.8,756.6,672,902.3,860,4013.7
160003812547,21,"M",3,1,31,"MG","N","B","B",1,1,1,1,1,822.8,751.2,692.3,791.8,680,3738.1
160003156759,18,"M",1,1,35,"SP","H","E","A",1,1,1,1,1,821.9,701.8,623.6,829.7,660,3637
160001292879,19,"M",1,1,29,"SP","M","A","A",1,1,1,1,1,821.8,769.4,740.4,834.1,900,4065.7
160000406496,17,"M",3,3,22,"PI","O","E","A",1,1,1,1,1,821.7,748.7,705.8,974.7,940,4190.9
160002161841,22,"M",3,1,28,"SE","G","D","A",1,1,1,1,1,821.7,729.1,707.4,813,960,4031.2
160002110668,27,"M",1,1,26,"PE","J","D","A",1,1,1,1,1,821.7,672,624.5,815.2,600,3533.4
160003026156,18,"M",1,3,25,"PB","F","E","A",1,1,1,1,1,821.7,690.2,657.1,852.2,880,3901.2
160003468410,19,"M",1,1,28,"SE","L","D","A",1,1,1,1,1,821.7,705.7,691.8,793.7,800,3812.9
160003447270,17,"M",1,2,41,"PR","K","A","B",1,1,1,1,1,821.7,736.6,713.5,892.6,640,3804.4
160003810943,19,"M",1,1,35,"SP","F","D","A",1,1,1,1,1,821.7,707.8,612.8,756.9,920,3819.2
160004431635,20,"M",1,1,33,"RJ","Q","D","B",1,1,1,1,1,821.7,859.1,708.8,885.3,880,4154.9
160005785382,18,"M",4,3,35,"SP","I","E","A",1,1,1,1,1,821.7,766.6,685.4,942.7,960,4176.4
160005839715,18,"M",1,3,52,"GO","Q","D","A",1,1,1,1,1,821.7,753.6,693.4,976.6,920,4165.3
160000952523,18,"M",3,1,33,"RJ","J","D","A",1,1,1,1,1,821.6,770.2,712.3,885.3,900,4089.4
160003341875,17,"M",1,3,31,"MG","O","D","A",1,1,1,1,1,821.6,763.4,713.8,972.2,680,3951
160004552876,19,"M",4,1,35,"SP","D","D","B",1,1,1,1,1,821.6,671.8,578.4,888.2,760,3720
160001166640,19,"F",1,1,35,"SP","I","D","A",1,1,1,1,1,821.3,739.2,717.6,855.1,780,3913.2
160001997961,17,"M",3,3,35,"MS","J","D","B",1,1,1,1,1,821.3,704.9,652.6,844.6,880,3903.4
160000545065,18,"F",1,1,27,"AL","H","D","A",1,1,1,1,1,821.1,656.1,677.1,919.8,860,3934.1
160002004470,18,"M",1,1,53,"DF","P","D","A",1,1,1,1,1,821.1,769.9,758.7,888.8,820,4058.5
160003609771,31,"M",1,1,35,"SP","O","D","A",1,1,1,1,1,821.1,706.5,661.7,874.2,700,3763.5
160001674662,21,"M",1,1,52,"GO","H","D","A",1,1,1,1,1,820.7,749.3,590.7,820.1,980,3960.8
160001813049,18,"F",1,1,42,"SC","O","D","A",1,1,1,1,1,820.7,796.7,702.9,835.7,920,4076
160001778767,18,"M",1,3,31,"MG","Q","D","A",1,1,1,1,1,820.7,724.8,683.8,838,940,4007.3
160000498805,17,"M",1,3,35,"SP","P","D","A",1,1,1,1,1,820.6,682.4,696,959.5,900,4058.5
160003842989,18,"M",1,3,33,"RJ","Q","D","A",1,1,1,1,1,820.6,791.4,662.6,862.9,740,3877.5
160001808861,20,"M",0,1,31,"MG","J","E","A",1,1,1,1,1,820.3,692,607.4,912.7,840,3872.4
160004277676,19,"M",1,1,35,"SP","Q","D","A",1,1,1,1,1,820.1,748.5,657.4,962.2,900,4088.2
160001501147,19,"M",3,1,31,"MG","H","E","A",1,1,1,1,1,820,756.3,587.7,826.4,820,3810.4
160005419876,17,"M",1,3,35,"SP","Q","D","A",1,1,1,1,1,819.8,674.2,721.6,990.5,760,3966.1
160001532038,20,"M",1,1,35,"SP","I","D","A",1,1,1,1,1,819.2,718.6,678.2,917.4,920,4053.4
160002438884,17,"M",1,3,23,"CE","O","D","A",1,1,1,1,1,819.2,797.7,740.9,932.1,980,4269.9
160005988777,21,"M",1,1,35,"SP","Q","D","A",1,1,1,1,1,819,718.2,715.6,864.3,840,3957.1
160002174920,33,"M",3,1,33,"RJ","O","A","B",1,1,1,1,1,818.9,749.4,647,728.4,800,3743.7
160000774116,18,"M",1,3,23,"CE","O","D","A",1,1,1,1,1,818.9,728.8,661.4,867,800,3876.1
160000950563,24,"M",1,1,26,"PE","K","D","A",1,1,1,1,1,818.8,735.3,640.8,805.6,960,3960.5
160008074286,20,"M",1,1,22,"PI","K","D","A",1,1,1,1,1,818.6,722.7,683.6,965.3,880,4070.2
160002050184,17,"M",1,3,35,"SP","P","D","A",1,1,1,1,1,818.5,764.6,681.8,930.2,800,3995.1
160000353381,19,"M",1,1,35,"SP","L","D","A",1,1,1,1,1,818.5,801.9,708.6,820.9,940,4089.9
160002758158,17,"M",1,3,23,"CE","J","D","A",1,1,1,1,1,818.4,792.8,730.9,836.1,920,4098.2
160001059542,22,"M",1,1,35,"SP","G","D","A",1,1,1,1,1,818.4,812.5,688.5,904.9,860,4084.3
160004268020,20,"M",1,1,14,"GO","F","E","A",1,1,1,1,1,818.4,723.7,623,780.3,880,3825.4
160005258710,24,"M",1,1,32,"ES","F","D","A",1,1,1,1,1,818.4,662.7,638.4,856.7,920,3896.2
160000257704,18,"M",1,1,29,"BA","Q","D","A",1,1,1,1,1,818.3,750.2,648.6,894.4,880,3991.5
160003007076,17,"M",1,3,33,"RJ","J","D","A",1,1,1,1,1,818.3,771,701.8,900.4,940,4131.5
160000633108,18,"M",0,3,31,"MG","P","D","A",1,1,1,1,1,818.2,747.8,685.1,972.1,840,4063.2
160001015576,19,"M",1,1,35,"SP","Q","B","A",1,1,1,1,1,818.2,741.4,660.6,959.5,920,4099.7
160002647405,18,"F",1,1,32,"ES","P","D","A",1,1,1,1,1,818.2,682.2,664.6,889.3,800,3854.3
160003724389,29,"M",4,1,33,"RJ","F","D","B",1,1,1,1,1,818.2,772.3,720.3,845.7,920,4076.5
160000953649,18,"M",1,3,35,"SP","Q","D","A",1,1,1,1,1,818,778.9,699.2,914,820,4030.1
160002354177,17,"M",3,3,22,"PI","O","D","B",1,1,1,1,1,817.9,787.5,694.1,938.1,980,4217.6
160001706553,19,"M",1,1,35,"SP","I","D","A",1,1,1,1,1,817.9,730.2,718.5,882.2,780,3928.8
160003713992,17,"M",1,3,35,"SP","O","E","A",1,1,1,1,1,817.9,679.7,684.4,961,840,3983
160005956759,20,"M",1,1,35,"SP","K","E","A",1,1,1,1,1,817.9,625.9,618.8,911.4,840,3814
160007753566,26,"F",3,1,15,"PA","B","A","A",1,1,1,1,1,817.9,756,399.2,632.3,520,3125.4
